config,defense,clip_norm,noise_std,round,accuracy,loss,train_loss,learning_rate,update_norm,clipping_scale,noise_std_recorded
fedsgd_defutil_r50_none,none,0.0,0.0,27,0.2767,1.939,1.9688951048447352,0.025339481917077168,0.016534667371302027,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,28,0.276,1.9339,1.964955855109726,0.02390900236174898,0.015444958535835605,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,29,0.2788,1.9286,1.9590786579543513,0.02249327898598293,0.014507567022832896,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,30,0.2794,1.9243,1.9546167518718343,0.021098129300801773,0.013608057236145148,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,31,0.2814,1.9202,1.951588186575619,0.019729286275520584,0.012601866271341034,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,32,0.282,1.9165,1.9469582094979994,0.018392374779746142,0.011758627237815318,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,33,0.2843,1.9128,1.9434417720985229,0.017092888469581215,0.010808586916855115,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,34,0.2859,1.9101,1.9394986458650632,0.01583616721301319,0.010032981005815105,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,35,0.2857,1.907,1.936041963011618,0.014627375147251192,0.009263065378657334,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,36,0.2879,1.9041,1.9338079518607583,0.013471479458178498,0.008480045179774935,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,37,0.288,1.9016,1.9314382363691398,0.01237322996912037,0.0077736940430556895,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,38,0.2891,1.8998,1.929128967444237,0.011337139622801133,0.007082042156956776,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,39,0.2899,1.8974,1.9249050285441975,0.010367465936694477,0.006481773085210252,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,40,0.2907,1.8958,1.924892239561319,0.00946819350797098,0.0059076861970593616,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,41,0.2905,1.8944,1.9244140130209026,0.008643017639933586,0.005340169407112508,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,42,0.2911,1.8928,1.9206251745921648,0.007895329157223739,0.004875103225837457,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,43,0.2929,1.8915,1.9211250656908456,0.0072282004721955714,0.004485542125519527,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,44,0.2929,1.8901,1.9179354178928731,0.0066443729597145135,0.004125713927990215,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,45,0.2934,1.889,1.9164928943850148,0.006146245692259956,0.003809247201624715,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,46,0.2935,1.8884,1.916767003148894,0.005735865581621837,0.003525290262354372,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,47,0.2945,1.8872,1.9153502541688974,0.005414918967701028,0.003342018034747591,0.9999999999999998,0.0
fedsgd_defutil_r50_none,none,0.0,0.0,48,0.294,1.8859,1.9133069138388863,0.005184724688976964,0.0031903759608151584,0.9999999999999998,0.0
