attack,dataset,model,batch_size,sample_indices,labels,grad_scope,iterations,local_lr,weight_decay,attack_lr,tv_weight,inferred_label,best_update_mse,best_update_psnr,best_oracle_mse,best_oracle_psnr,final_mse,final_psnr,elapsed_seconds,visual_observation
local_update_inversion,CIFAR-10,"ResNet-18 adapted for CIFAR-10",1,"0","airplane",all,2000,0.02,0.0005,0.03,0.000001,airplane,0.018245665356516838,17.388402947879598,0.01819773204624653,17.399827340574948,0.018195131793618202,17.40044794321558,70.76481699943542,"Best reconstruction so far; label is inferred from the local update and the visual reconstruction preserves the dominant structure of the original image."
